,Unnamed: 0,年月,総計,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,国外,北海道運輸局,東北運輸局,関東運輸局,北陸信越運輸局,中部運輸局,近畿運輸局,中国運輸局,四国運輸局,九州運輸局,沖縄総合事務局,年,月,ファイル名,シート名,施設所在地,経度,緯度,known,unknown
155,155,2011-04-01,17134.0,30.0,0.0,2.0,14.0,3.0,127.0,2.0,15.0,2.0,15.0,66.0,92.0,963.0,166.0,126.0,221.0,274.0,3309.0,26.0,175.0,306.0,164.0,1099.0,206.0,299.0,395.0,7848.0,415.0,175.0,56.0,0.0,13.0,82.0,21.0,12.0,3.0,63.0,16.0,2.0,7.0,0.0,5.0,0.0,10.0,2.0,3.0,0.0,47.0,30.0,148.0,1345.0,796.0,5084.0,9188.0,128.0,84.0,27.0,0.0,2011,4,170420,参考第2表(4月),福井県,136.2562,35.2405,16830.0,304.0
156,156,2011-03-01,13866.0,11.0,0.0,5.0,5.0,3.0,80.0,6.0,18.0,46.0,21.0,76.0,89.0,1656.0,200.0,43.0,178.0,524.0,3256.0,173.0,94.0,337.0,224.0,1988.0,299.0,425.0,808.0,1972.0,431.0,483.0,53.0,23.0,130.0,15.0,13.0,39.0,14.0,14.0,5.0,6.0,33.0,2.0,5.0,6.0,2.0,0.0,3.0,0.0,54.0,11.0,99.0,2279.0,839.0,6104.0,4172.0,220.0,39.0,51.0,0.0,2011,3,170419,参考第2表(3月),福井県,136.7443,35.4544,13814.0,52.0
157,157,2011-02-01,13685.0,28.0,6.0,0.0,4.0,4.0,12.0,3.0,6.0,10.0,55.0,71.0,71.0,1288.0,438.0,33.0,115.0,370.0,3726.0,158.0,47.0,242.0,221.0,1280.0,406.0,419.0,799.0,2348.0,394.0,697.0,121.0,8.0,3.0,51.0,56.0,7.0,10.0,34.0,5.0,2.0,25.0,8.0,36.0,6.0,2.0,1.0,5.0,2.0,51.0,28.0,29.0,2097.0,565.0,5875.0,4778.0,125.0,51.0,83.0,2.0,2011,2,170419,参考第2表(2月),福井県,136.6106,35.3992,13633.0,52.0
158,158,2011-01-01,13361.0,17.0,3.0,7.0,24.0,2.0,8.0,13.0,20.0,32.0,20.0,139.0,116.0,1241.0,214.0,36.0,142.0,418.0,3396.0,40.0,56.0,264.0,319.0,1448.0,217.0,284.0,739.0,2083.0,353.0,812.0,382.0,0.0,4.0,28.0,100.0,3.0,15.0,135.0,9.0,3.0,42.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,168.0,17.0,57.0,1822.0,652.0,5644.0,4653.0,135.0,162.0,54.0,0.0,2011,1,170419,参考第2表(1月),福井県,136.5892,35.3834,13196.0,165.0
159,159,2010-12-01,16686.0,38.0,5.0,8.0,10.0,19.0,70.0,39.0,32.0,12.0,23.0,70.0,95.0,1172.0,148.0,46.0,124.0,427.0,6583.0,41.0,36.0,331.0,173.0,1854.0,376.0,423.0,901.0,2153.0,423.0,239.0,71.0,8.0,38.0,82.0,129.0,11.0,77.0,94.0,7.0,12.0,49.0,16.0,9.0,8.0,5.0,5.0,10.0,12.0,172.0,38.0,151.0,1593.0,633.0,9317.0,4210.0,268.0,190.0,102.0,12.0,2010,12,136761,参考第2表(12月),福井県,136.4651,35.5409,16514.0,172.0
160,160,2010-11-01,16276.0,58.0,23.0,20.0,29.0,14.0,31.0,28.0,39.0,28.0,49.0,169.0,111.0,868.0,146.0,91.0,121.0,222.0,3615.0,60.0,70.0,257.0,142.0,1122.0,259.0,617.0,795.0,3027.0,1068.0,1000.0,164.0,21.0,110.0,206.0,575.0,37.0,447.0,142.0,172.0,29.0,83.0,15.0,22.0,31.0,12.0,11.0,62.0,10.0,55.0,58.0,145.0,1470.0,504.0,5395.0,6671.0,949.0,790.0,236.0,10.0,2010,11,136761,参考第2表(11月),福井県,136.0318,35.2268,16228.0,48.0
161,161,2010-10-01,11773.0,28.0,13.0,22.0,27.0,25.0,23.0,85.0,99.0,37.0,35.0,119.0,133.0,1066.0,181.0,318.0,192.0,414.0,2045.0,27.0,89.0,510.0,145.0,1291.0,322.0,311.0,681.0,1259.0,655.0,166.0,53.0,14.0,20.0,74.0,519.0,298.0,18.0,40.0,36.0,12.0,41.0,22.0,18.0,20.0,14.0,24.0,18.0,14.0,202.0,28.0,195.0,1697.0,1013.0,4313.0,3125.0,925.0,106.0,157.0,14.0,2010,10,136761,参考第2表(10月),福井県,136.4549,35.4274,11573.0,200.0
162,162,2010-09-01,10774.0,211.0,6.0,7.0,12.0,2.0,25.0,11.0,35.0,35.0,52.0,684.0,84.0,821.0,211.0,163.0,98.0,383.0,1507.0,13.0,56.0,200.0,134.0,1185.0,116.0,306.0,494.0,2001.0,414.0,225.0,20.0,12.0,45.0,17.0,113.0,127.0,10.0,220.0,10.0,7.0,32.0,2.0,6.0,5.0,2.0,2.0,0.0,0.0,208.0,211.0,63.0,1935.0,700.0,3142.0,3460.0,314.0,247.0,49.0,0.0,2010,9,130260,参考第2表(9月),福井県,136.7703,35.5312,10121.0,653.0
163,163,2010-08-01,25944.0,5.0,2.0,0.0,9.0,2.0,0.0,4.0,5.0,2.0,4.0,65.0,38.0,330.0,103.0,34.0,23.0,32.0,121.0,11.0,15.0,15.0,19.0,141.0,13.0,23.0,100.0,167.0,97.0,20.0,6.0,0.0,0.0,17.0,18.0,1.0,5.0,8.0,6.0,13.0,20.0,0.0,5.0,4.0,6.0,0.0,1.0,2.0,145.0,5.0,17.0,558.0,104.0,309.0,413.0,36.0,32.0,36.0,2.0,2010,8,130260,参考第2表(8月),福井県,137.2914,35.412,1512.0,24432.0
164,164,2010-07-01,12947.0,22.0,2.0,15.0,43.0,9.0,19.0,20.0,31.0,14.0,14.0,183.0,77.0,970.0,177.0,51.0,147.0,213.0,1540.0,5.0,45.0,623.0,65.0,1777.0,307.0,346.0,1308.0,2481.0,816.0,339.0,135.0,0.0,2.0,58.0,45.0,3.0,50.0,16.0,6.0,15.0,190.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,101.0,22.0,108.0,1471.0,456.0,4312.0,5425.0,108.0,87.0,210.0,0.0,2010,7,130260,参考第2表(7月),福井県,136.4274,35.2358,12199.0,748.0
165,165,2010-06-01,9131.0,42.0,5.0,38.0,28.0,5.0,2.0,29.0,16.0,5.0,13.0,685.0,58.0,626.0,139.0,78.0,31.0,116.0,1760.0,8.0,38.0,103.0,98.0,819.0,122.0,139.0,362.0,1211.0,162.0,95.0,20.0,4.0,42.0,55.0,47.0,6.0,8.0,9.0,9.0,15.0,62.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,160.0,42.0,107.0,1550.0,263.0,2902.0,1989.0,154.0,41.0,75.0,0.0,2010,6,124967,参考第2表(6月),福井県,136.9106,35.5357,7123.0,2008.0
166,166,2010-05-01,10957.0,30.0,12.0,2.0,11.0,3.0,10.0,11.0,69.0,22.0,28.0,217.0,88.0,1606.0,165.0,240.0,118.0,240.0,1109.0,21.0,119.0,222.0,86.0,713.0,128.0,239.0,459.0,1144.0,343.0,83.0,42.0,0.0,11.0,37.0,144.0,1.0,24.0,22.0,12.0,15.0,26.0,3.0,4.0,7.0,6.0,4.0,6.0,42.0,122.0,30.0,49.0,2216.0,717.0,2258.0,2310.0,193.0,73.0,56.0,42.0,2010,5,124967,参考第2表(5月),福井県,137.084,35.4672,7944.0,3013.0
167,167,2010-04-01,14118.0,19.0,0.0,2.0,14.0,5.0,16.0,5.0,32.0,27.0,9.0,285.0,97.0,1770.0,181.0,895.0,147.0,168.0,1777.0,11.0,35.0,197.0,84.0,1269.0,234.0,274.0,510.0,4703.0,318.0,150.0,76.0,7.0,3.0,31.0,61.0,18.0,16.0,30.0,25.0,19.0,29.0,2.0,6.0,12.0,2.0,0.0,2.0,8.0,233.0,19.0,42.0,2412.0,1245.0,3561.0,6031.0,120.0,90.0,53.0,8.0,2010,4,124967,参考第2表(4月),福井県,136.7653,35.3927,13581.0,537.0
168,168,2010-03-01,15115.0,15.0,3.0,1.0,9.0,2.0,1.0,3.0,12.0,5.0,3.0,105.0,77.0,389.0,125.0,17.0,25.0,60.0,173.0,3.0,18.0,13.0,33.0,148.0,17.0,16.0,65.0,149.0,53.0,22.0,1.0,0.0,1.0,7.0,11.0,4.0,8.0,3.0,24.0,5.0,8.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,55.0,15.0,19.0,719.0,120.0,384.0,306.0,23.0,40.0,18.0,0.0,2010,3,117733,参考第1表(3月),福井県,137.7264,35.5761,1644.0,13471.0
169,169,2010-02-01,15651.0,18.0,2.0,0.0,2.0,1.0,7.0,1.0,26.0,25.0,15.0,151.0,101.0,916.0,210.0,411.0,247.0,262.0,4345.0,7.0,49.0,681.0,1093.0,1389.0,379.0,438.0,824.0,2501.0,416.0,274.0,75.0,5.0,0.0,17.0,37.0,5.0,347.0,6.0,9.0,10.0,24.0,4.0,10.0,0.0,1.0,8.0,2.0,0.0,97.0,18.0,13.0,1451.0,969.0,7887.0,4528.0,64.0,372.0,49.0,0.0,2010,2,117733,参考第1表(2月),福井県,136.6403,35.4443,15351.0,300.0
170,170,2010-01-01,13900.0,20.0,5.0,2.0,8.0,2.0,3.0,5.0,11.0,10.0,13.0,139.0,85.0,550.0,129.0,21.0,52.0,129.0,1711.0,11.0,29.0,67.0,107.0,316.0,85.0,142.0,215.0,497.0,212.0,73.0,2.0,0.0,0.0,41.0,10.0,0.0,4.0,27.0,8.0,5.0,29.0,2.0,0.0,3.0,7.0,1.0,2.0,1.0,19.0,20.0,25.0,948.0,231.0,2286.0,1141.0,51.0,44.0,44.0,1.0,2010,1,117733,参考第1表(1月),福井県,136.8399,35.5897,4791.0,9109.0
171,171,2009-12-01,38725.0,24.0,5.0,14.0,3.0,3.0,6.0,8.0,42.0,21.0,48.0,147.0,113.0,1398.0,215.0,75.0,509.0,1027.0,19322.0,76.0,347.0,885.0,358.0,3744.0,724.0,1521.0,1774.0,3914.0,727.0,526.0,74.0,5.0,6.0,76.0,77.0,29.0,21.0,190.0,23.0,12.0,36.0,6.0,5.0,10.0,2.0,8.0,1.0,0.0,219.0,24.0,39.0,2060.0,1958.0,25033.0,8536.0,193.0,246.0,68.0,0.0,2009,12,59523,参考第1表（12月）,福井県,136.3883,35.6413,38157.0,568.0
172,172,2009-11-01,38701.0,52.0,13.0,22.0,60.0,40.0,59.0,407.0,84.0,102.0,222.0,284.0,250.0,1905.0,412.0,515.0,1342.0,780.0,10389.0,170.0,1654.0,1156.0,531.0,4338.0,1228.0,1410.0,1505.0,4819.0,1881.0,708.0,179.0,55.0,386.0,266.0,227.0,83.0,43.0,239.0,70.0,18.0,100.0,16.0,11.0,62.0,27.0,38.0,2.0,17.0,122.0,52.0,601.0,3429.0,4291.0,17642.0,10502.0,1017.0,370.0,256.0,17.0,2009,11,59523,参考第1表（11月）,福井県,136.5603,35.5534,38177.0,524.0
173,173,2009-10-01,29451.0,362.0,73.0,6.0,44.0,10.0,88.0,209.0,145.0,44.0,62.0,218.0,204.0,1430.0,299.0,1037.0,1084.0,789.0,7712.0,103.0,488.0,1000.0,316.0,2989.0,893.0,977.0,1180.0,3628.0,874.0,404.0,433.0,46.0,84.0,108.0,436.0,63.0,59.0,240.0,49.0,25.0,259.0,58.0,20.0,235.0,10.0,32.0,20.0,5.0,208.0,362.0,430.0,2505.0,3398.0,12910.0,7496.0,737.0,373.0,634.0,5.0,2009,10,59523,参考第1表（10月）,福井県,136.52,35.6374,28850.0,601.0
174,174,2009-09-01,18114.0,41.0,51.0,12.0,37.0,56.0,95.0,67.0,54.0,16.0,148.0,186.0,154.0,1162.0,423.0,263.0,423.0,442.0,3778.0,20.0,199.0,446.0,355.0,1568.0,373.0,583.0,1011.0,3350.0,978.0,384.0,81.0,33.0,21.0,120.0,127.0,29.0,48.0,110.0,101.0,6.0,58.0,13.0,0.0,50.0,1.0,4.0,4.0,0.0,200.0,41.0,318.0,2163.0,1327.0,6520.0,6387.0,330.0,265.0,130.0,0.0,2009,9,59524,参考第1表（9月）,福井県,136.5648,35.4517,17481.0,633.0
175,175,2009-08-01,38231.0,57.0,2.0,18.0,19.0,2.0,10.0,81.0,63.0,30.0,49.0,181.0,158.0,1744.0,369.0,203.0,388.0,858.0,3768.0,17.0,226.0,1518.0,298.0,4479.0,858.0,2031.0,3794.0,10775.0,2949.0,1395.0,422.0,6.0,26.0,625.0,80.0,10.0,38.0,57.0,43.0,34.0,24.0,9.0,8.0,1.0,3.0,0.0,3.0,1.0,96.0,57.0,132.0,2611.0,1675.0,10921.0,21366.0,747.0,172.0,48.0,1.0,2009,8,59524,参考第1表（8月）,福井県,136.2083,35.1429,37730.0,501.0
176,176,2009-07-01,25020.0,21.0,3.0,19.0,27.0,5.0,38.0,76.0,32.0,33.0,75.0,98.0,145.0,1155.0,210.0,269.0,429.0,299.0,5881.0,7.0,95.0,800.0,408.0,2386.0,428.0,975.0,2422.0,5458.0,1586.0,526.0,271.0,11.0,11.0,72.0,45.0,24.0,27.0,8.0,100.0,24.0,28.0,6.0,2.0,12.0,2.0,0.0,4.0,5.0,86.0,21.0,168.0,1755.0,1092.0,9903.0,11238.0,163.0,159.0,54.0,5.0,2009,7,59524,参考第1表（7月）,福井県,136.3247,35.3301,24558.0,462.0
177,177,2009-06-01,27060.0,26.0,5.0,37.0,73.0,55.0,122.0,403.0,45.0,294.0,71.0,165.0,120.0,1741.0,485.0,466.0,724.0,525.0,11952.0,77.0,387.0,718.0,504.0,1984.0,609.0,718.0,664.0,2348.0,600.0,213.0,143.0,76.0,83.0,77.0,226.0,32.0,20.0,49.0,88.0,9.0,29.0,5.0,13.0,0.0,10.0,2.0,0.0,0.0,63.0,26.0,695.0,2998.0,2102.0,15767.0,4686.0,494.0,166.0,59.0,0.0,2009,6,59525,参考第1表（6月）,福井県,136.7323,35.7597,26993.0,67.0
178,178,2009-05-01,26406.0,55.0,15.0,17.0,34.0,20.0,25.0,98.0,96.0,83.0,369.0,463.0,219.0,2286.0,432.0,425.0,695.0,702.0,6274.0,73.0,307.0,1116.0,441.0,2687.0,829.0,767.0,1088.0,3823.0,744.0,367.0,59.0,154.0,51.0,136.0,631.0,89.0,10.0,186.0,205.0,16.0,61.0,15.0,8.0,6.0,15.0,0.0,2.0,7.0,206.0,55.0,209.0,4021.0,2129.0,11347.0,6848.0,1061.0,417.0,107.0,7.0,2009,5,59525,参考第1表（5月）,福井県,136.6488,35.5001,26201.0,205.0
179,179,2009-04-01,26018.0,141.0,6.0,7.0,56.0,389.0,25.0,12.0,69.0,65.0,213.0,289.0,107.0,1197.0,306.0,177.0,338.0,562.0,6701.0,70.0,113.0,630.0,622.0,2308.0,766.0,763.0,972.0,5972.0,622.0,223.0,273.0,5.0,6.0,135.0,582.0,48.0,42.0,98.0,194.0,7.0,157.0,4.0,8.0,40.0,3.0,8.0,4.0,39.0,645.0,141.0,495.0,2316.0,1190.0,11027.0,8825.0,776.0,341.0,224.0,39.0,2009,4,59525,参考第1表（4月）,福井県,136.3669,35.437,25374.0,644.0
180,180,2009-03-01,34077.0,35.0,3.0,4.0,88.0,522.0,7.0,9.0,39.0,26.0,36.0,318.0,176.0,1188.0,267.0,202.0,935.0,959.0,11314.0,38.0,188.0,1030.0,410.0,3931.0,1048.0,1535.0,1788.0,4247.0,1121.0,621.0,170.0,7.0,7.0,291.0,231.0,20.0,106.0,113.0,313.0,17.0,44.0,31.0,13.0,2.0,2.0,5.0,4.0,0.0,89.0,35.0,633.0,2088.0,2284.0,17733.0,9482.0,556.0,549.0,101.0,0.0,2009,3,59526,参考第1表（3月）,福井県,136.418,35.5539,33461.0,616.0
181,181,2009-02-01,34317.0,15.0,16.0,29.0,21.0,26.0,45.0,49.0,71.0,44.0,64.0,192.0,232.0,934.0,293.0,148.0,1075.0,1218.0,14031.0,33.0,149.0,866.0,489.0,3234.0,947.0,1362.0,1467.0,4097.0,1049.0,460.0,240.0,6.0,0.0,89.0,53.0,13.0,14.0,117.0,600.0,12.0,23.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,79.0,15.0,186.0,1863.0,2590.0,19567.0,8675.0,161.0,743.0,33.0,4.0,2009,2,59526,参考第1表（2月）,福井県,136.364,35.572,33837.0,480.0
182,182,2009-01-01,30832.0,35.0,4.0,14.0,15.0,20.0,4.0,0.0,19.0,19.0,29.0,131.0,93.0,1202.0,191.0,94.0,723.0,1526.0,11743.0,24.0,101.0,653.0,371.0,3519.0,520.0,1344.0,1760.0,3824.0,868.0,477.0,166.0,6.0,6.0,85.0,52.0,23.0,30.0,126.0,209.0,16.0,25.0,4.0,2.0,7.0,0.0,1.0,9.0,6.0,315.0,35.0,57.0,1708.0,2444.0,16806.0,8439.0,172.0,381.0,48.0,6.0,2009,1,59526,参考第1表（1月）,福井県,136.3714,35.5572,30096.0,736.0
183,183,2008-12-01,47040.0,36.0,16.0,29.0,35.0,18.0,36.0,42.0,51.0,67.0,43.0,155.0,193.0,1545.0,363.0,126.0,766.0,2329.0,23233.0,63.0,212.0,941.0,532.0,4451.0,996.0,1749.0,1656.0,4234.0,992.0,561.0,192.0,13.0,454.0,61.0,56.0,15.0,23.0,213.0,63.0,12.0,35.0,9.0,12.0,29.0,5.0,267.0,19.0,0.0,88.0,36.0,176.0,2480.0,3433.0,30153.0,9384.0,599.0,311.0,376.0,0.0,2008,12,59528,参考第1表（12月）,福井県,136.3584,35.6604,46948.0,92.0
184,184,2008-11-01,48521.0,91.0,80.0,27.0,156.0,23.0,147.0,219.0,103.0,39.0,298.0,638.0,309.0,1826.0,537.0,938.0,1333.0,1718.0,15523.0,196.0,671.0,1312.0,730.0,4395.0,1692.0,1922.0,1974.0,6477.0,1664.0,597.0,288.0,13.0,950.0,178.0,253.0,72.0,323.0,240.0,172.0,19.0,87.0,5.0,39.0,20.0,15.0,30.0,29.0,4.0,151.0,91.0,652.0,3946.0,4660.0,23652.0,12922.0,1466.0,754.0,225.0,4.0,2008,11,59528,参考第1表（11月）,福井県,136.4662,35.5845,48372.0,149.0
185,185,2008-10-01,37865.0,193.0,37.0,199.0,63.0,48.0,89.0,250.0,129.0,47.0,537.0,273.0,298.0,1858.0,809.0,1076.0,1251.0,1037.0,9775.0,369.0,981.0,1255.0,836.0,3691.0,1613.0,1573.0,1339.0,4805.0,1189.0,361.0,243.0,117.0,113.0,164.0,338.0,36.0,60.0,168.0,48.0,29.0,92.0,16.0,18.0,6.0,15.0,42.0,15.0,56.0,301.0,193.0,686.0,4320.0,4345.0,17170.0,9510.0,768.0,305.0,204.0,56.0,2008,10,59528,参考第1表（10月）,福井県,136.7286,35.6272,37557.0,308.0
186,186,2008-09-01,29819.0,118.0,43.0,14.0,92.0,21.0,45.0,71.0,197.0,53.0,105.0,191.0,148.0,1360.0,464.0,399.0,665.0,1145.0,8230.0,120.0,276.0,675.0,620.0,3396.0,1587.0,1048.0,1231.0,3955.0,1363.0,427.0,145.0,45.0,19.0,219.0,131.0,76.0,39.0,161.0,83.0,18.0,64.0,4.0,24.0,15.0,13.0,14.0,29.0,46.0,76.0,118.0,286.0,2638.0,2485.0,14508.0,8169.0,490.0,301.0,163.0,46.0,2008,9,59530,参考第1表（9月）,福井県,136.5263,35.5023,29204.0,615.0
187,187,2008-08-01,57391.0,104.0,12.0,69.0,21.0,18.0,21.0,43.0,52.0,61.0,101.0,301.0,254.0,2396.0,547.0,312.0,1217.0,850.0,6407.0,79.0,368.0,2897.0,754.0,6911.0,2077.0,4055.0,5723.0,14265.0,3810.0,1621.0,608.0,10.0,18.0,241.0,207.0,35.0,85.0,85.0,32.0,24.0,45.0,7.0,24.0,38.0,84.0,4.0,6.0,2.0,168.0,104.0,184.0,3791.0,2747.0,19046.0,30082.0,511.0,226.0,208.0,2.0,2008,8,59530,参考第1表（8月）,福井県,136.2762,35.1839,56901.0,490.0
188,188,2008-07-01,34652.0,69.0,25.0,23.0,18.0,14.0,171.0,165.0,79.0,53.0,182.0,122.0,153.0,1270.0,307.0,392.0,710.0,951.0,8026.0,119.0,284.0,1451.0,350.0,3681.0,1509.0,1769.0,2983.0,5221.0,1741.0,913.0,397.0,29.0,30.0,162.0,223.0,25.0,23.0,126.0,38.0,10.0,25.0,16.0,10.0,19.0,1.0,16.0,10.0,1.0,174.0,69.0,416.0,2285.0,2337.0,15017.0,13024.0,469.0,197.0,97.0,1.0,2008,7,59530,参考第1表（7月）,福井県,136.3999,35.4159,33912.0,740.0
189,189,2008-06-01,31192.0,210.0,73.0,46.0,174.0,130.0,86.0,110.0,92.0,76.0,113.0,364.0,182.0,1418.0,315.0,825.0,1288.0,925.0,9809.0,66.0,773.0,627.0,422.0,3334.0,730.0,1194.0,918.0,3921.0,1002.0,383.0,129.0,75.0,80.0,181.0,251.0,22.0,29.0,57.0,107.0,4.0,58.0,5.0,15.0,4.0,2.0,5.0,19.0,0.0,218.0,210.0,619.0,2626.0,3811.0,14922.0,7547.0,609.0,197.0,108.0,0.0,2008,6,59532,参考第1表（6月）,福井県,136.668,35.7244,30649.0,543.0
190,190,2008-05-01,30038.0,169.0,18.0,15.0,117.0,28.0,37.0,72.0,42.0,40.0,102.0,318.0,280.0,2199.0,397.0,561.0,1139.0,1021.0,7826.0,195.0,489.0,734.0,548.0,2573.0,681.0,1302.0,1929.0,3367.0,1263.0,348.0,198.0,14.0,10.0,256.0,373.0,30.0,75.0,156.0,110.0,20.0,83.0,8.0,29.0,22.0,17.0,28.0,8.0,223.0,157.0,169.0,287.0,3573.0,3210.0,12362.0,8407.0,683.0,361.0,195.0,223.0,2008,5,59532,参考第1表（5月）,福井県,136.5589,35.5131,29470.0,568.0
191,191,2008-04-01,33075.0,303.0,9.0,20.0,55.0,51.0,18.0,86.0,43.0,29.0,121.0,301.0,97.0,2131.0,517.0,371.0,750.0,636.0,8954.0,95.0,319.0,902.0,276.0,3915.0,493.0,988.0,1315.0,6564.0,1407.0,379.0,93.0,13.0,37.0,266.0,277.0,414.0,37.0,41.0,88.0,27.0,55.0,5.0,17.0,12.0,8.0,10.0,3.0,45.0,125.0,303.0,239.0,3334.0,2076.0,14540.0,10746.0,1007.0,193.0,110.0,45.0,2008,4,59532,参考第1表（4月）,福井県,136.4524,35.4903,32593.0,482.0
192,192,2008-03-01,44758.0,22.0,28.0,65.0,68.0,14.0,46.0,96.0,154.0,56.0,64.0,167.0,137.0,1583.0,651.0,234.0,1201.0,1267.0,14973.0,48.0,308.0,1272.0,401.0,4613.0,1335.0,2123.0,2544.0,7002.0,1996.0,608.0,497.0,26.0,4.0,78.0,127.0,19.0,53.0,37.0,78.0,14.0,168.0,6.0,6.0,5.0,7.0,5.0,10.0,2.0,111.0,22.0,317.0,2860.0,3010.0,22594.0,14770.0,254.0,182.0,207.0,2.0,2008,3,59534,参考第1表（3月）,福井県,136.3814,35.4877,44218.0,540.0
193,193,2008-02-01,43659.0,29.0,6.0,3.0,6.0,2.0,9.0,1.0,61.0,27.0,21.0,108.0,109.0,1099.0,306.0,245.0,1010.0,1348.0,17782.0,57.0,296.0,1287.0,379.0,4515.0,1253.0,1826.0,2105.0,6126.0,1333.0,745.0,311.0,6.0,3.0,75.0,269.0,21.0,37.0,137.0,29.0,14.0,66.0,6.0,9.0,7.0,2.0,14.0,18.0,0.0,216.0,29.0,27.0,1788.0,2899.0,25216.0,12446.0,374.0,217.0,122.0,0.0,2008,2,59534,参考第1表（2月）,福井県,136.305,35.5376,43118.0,541.0
194,194,2008-01-01,40272.0,117.0,6.0,6.0,10.0,9.0,5.0,68.0,23.0,35.0,36.0,136.0,90.0,1367.0,276.0,119.0,743.0,1102.0,16451.0,25.0,112.0,1110.0,373.0,4152.0,945.0,1690.0,2671.0,5526.0,1252.0,895.0,336.0,2.0,4.0,56.0,44.0,13.0,17.0,34.0,33.0,22.0,26.0,10.0,24.0,3.0,2.0,8.0,4.0,5.0,104.0,117.0,104.0,1988.0,2076.0,23031.0,12370.0,119.0,106.0,77.0,5.0,2008,1,59534,参考第1表（1月）,福井県,136.3488,35.5428,39993.0,279.0
